,medio,fecha,titulo,nivel,estado,chars,segundos,url_final,error,texto
45,UDGTV,22/09/2023,"Con mil ejemplares físicos y sin estrategia de distribución dan a conocer el nuevo ""Manual de ciclismo urbano metropolitano""",trafilatura,trafilatura,2763,0.33,https://udgtv.com/noticias/con-mil-ejemplares-fisicos-y-sin-estrategia-de-distribucion/197182,,"Guadalajara, Jalisco.
Con un primer tiraje de poco más de mil ejemplares y sin una estrategia de distribución, es como la Agencia Metropolitana de Servicios de Infraestructura para la Movilidad (AMIM) presentó el “Manual de ciclismo urbano metropolitano”.
El cual tiene como finalidad incentivar el uso de bicicleta y brindar información a los nuevos usuarios sobre sus derechos y obligaciones al momento de pedalear.
El gerente de Transporte Compartido de la AMIM argumentó que serán los municipios quienes van a crear la estrategia de difusión de los manuales en físico:
“En este momento iniciamos en este primer evento a repartirlos. Los municipios metropolitanos recibirán cien números, sino me equivoco, ellos definirán sus propias estrategias de difusión y en la agencia metropolitana también los tendremos a la mano”.
Y agregó que existen dos versiones: el físico y el digital, este último será difundido por redes sociales.
Y agregó que se tomó como precedente el antiguo manual de ciclismo publicado en 2016.
“En este momento tenemos dos formatos el digital y el físico. Estas dos versiones nos permite tener estrategias de difusión distintas, con la digital empezaremos con una campaña en nuestra redes sociales y demás para llegar a un público más amplio”.
Yeriel Salcedo Torres, integrante del Colectivo Gdl Bici y también elaborador de contenido del primer Manual de ciclismo urbano en 2014 comentó que la cantidad impresa en este primer tiraje queda corto y espera que la historia con este manual no se repita, es decir, que quede en el olvido:
“Esta herramienta la vamos a tomar y también hacer parte, pero sí sería bueno comenzar a trabajar de cómo va a hacer esa distribución, cuántos. Ahorita que íbamos saliendo escuché que se imprimieron mil son bien poquitos y hay que imprimir (...)
Cuando se hizo el manual de ciclismo urbano de hace varios años se imprimieron como 50 mil, y a mí se me hizo poco.
Ahorita es ver cuántos se va a necesitar y que se tenga ese presupuesto anualizado para seguir imprimiendo y que no quede como un saque que fue lo que pasó hace 8 años, que salió el manual, se hizo la primera impresión y ya no se hizo más”.
- Al momento queda pendiente que la AMIM informe cuánto fue el recurso destinado para la creación e impresión de este primer tiraje; sin embargo, refirió que el recurso se destinó desde el año pasado pero se atrasó la presentación para aprovechar el marco de la semana de la Movilidad.
- Colectivo Teocintle denuncia imposición de Zapopan para trabajar en el Parque Agroecológico - 11 febrero, 2024
- Sin avances, denuncia de subdirectora de la secundaria 56 tras señalar acoso- 09 febrero, 2024
- La UdeG oferta nueva carrera en Ciencias Ambientales y del Territorio en CUTlajomulco- 08 febrero, 2024"
46,Lider 919,21/09/2023,"Aumentó 24% el uso de la bici en el Área Metropolitana en 2022, según una Encuesta realizada por la AMIM",trafilatura,trafilatura,1052,0.49,https://lider919.com/aumento-24-el-uso-de-la-bici-en-el-area-metropolitana-en-2022-segun-una-encuesta-realizada-por-la-amim/,,"El uso de la bicicleta aumentó 24% en 2022, en comparación con 2021, según la Encuesta Metropolitana Ciclista Anual, elaborada por la Agencia Metropolitana de Infraestructura para la Movilidad (AMIM). En 2022 se realizaron un promedio de 52 mil 278 viajes ciclistas diarios, esto es, 9 mil 966 viajes más que el año previo, informó Manuel Clavellina Peñaloza, gerente de Transporte Activo y Compartido de la AMIM.“
Yo creo que el tema de generar más infraestructura ciclista empieza a generar un efecto dominó, un efecto multiplicador en el tema de los viajes. Si la red está conectada, si cada vez es más densa, es más probable que conecte con más orígenes y más destinos y sea una opción”, explicó.
Un dato que revela que la infraestructura ciclista y de la ciudad no está hecha para todos es que del total de usuarios de la bici, 89% son hombres y apenas 11% son mujeres.
La Encuesta Metropolitana Ciclista 2022 se presentó en un foro realizado en la Escuela Superior de Arquitectura, como parte de la Semana de la Movilidad, organizada por la AMIM."
47,Lider 919,21/09/2023,La ciclovía de La Paz es la más usada en la ciudad,trafilatura,trafilatura,1272,0.32,https://lider919.com/la-ciclovia-de-la-paz-es-la-mas-usada-en-la-ciudad/,,"La ciclovía que tiene mayor tráfico de ciclistas es la que va por avenida La Paz, desde calzada Independencia hasta avenida Los Arcos, en la zona Minerva, informó Manuel Clavellina Peñaloza, gerente de Transporte Activo y Compartido de la Agencia Metropolitana de Infraestructura para la Movilidad (AMIM).
“Pero, dentro del top 3, por ejemplo, la ciclovía de La Paz pasó a estar en el top 3. La ciclovía de La Paz es una ciclovía que ha tenido mucho trabajo, mucho re-trabajo -muchos bolardos- tiene historia esa ciclovía. Fue la primera que no se hizo, habría que decirlo, antes de Federalismo”, explicó.
La ciclovía de la Paz tuvo 1,438 viajes por día, en promedio, durante 2022. Le sigue en segundo lugar la polémica ciclovía de avenida Guadalupe-San Ignacio, con 1,319 viajes diarios promedio y cierre el top 3 la ciclovía de avenida Revolución-calle Corregidora, junto al CUCEI, con 1,206 viajes.
Un dato negativo es que durante 2022 se registraron 12 ciclistas fallecidos y 35 lesionados. Datos de ciclovías
TOP 3 DE CICLOVÍAS en 2022:
Ciclovía de avenida La Paz. 1.438 viajes, colonia Americana en Guadalajara.
Avenida Guadalupe-San Ignacio. 1,319 viajes, colonia Chapalita en Zapopan.
Avenida Revolución-Corregidora 1,206 viajes, colonia Revolución en Guadalajara."
48,El Informador,21/09/2023,Presentan nuevo manual ciclista para sumar a más personas a este medio de transporte,trafilatura,trafilatura,4424,0.53,https://www.informador.mx/jalisco/Presentan-nuevo-manual-ciclista-para-sumar-a-mas-personas-a-este-medio-de-transporte-20230921-0130.html,,"Presentan nuevo manual ciclista para sumar a mÃ¡s personas a este medio de transporte
Víctor Manuel Clavellina, gerente de Transporte Activo y Compartido de la AMIM, explicó que el objetivo del manual es que más personas conozcan la información sobre este sistema de transporte
Este jueves, en el marco de la semana de la Movilidad, la Agencia Metropolitana de Infraestructura para la Movilidad (AMIM), de la mano de colectivos ciclistas, presentaron el nuevo Manual Ciclista. CORTESÃA
Este jueves, en el marco de la semana de la Movilidad, la Agencia Metropolitana de Infraestructura para la Movilidad (AMIM), de la mano de colectivos ciclistas, presentaron el nuevo Manual Ciclista.
VÃctor Manuel Clavellina, gerente de Transporte Activo y Compartido de la AMIM, explicÃ³ que el objetivo del manual es que mÃ¡s personas conozcan la informaciÃ³n fundamental sobre este sistema de transporte y la forma correcta y segura de andar en Ã©l y se sumen a utilizarlo en la ciudad.
AÃ±adiÃ³ que este manual, elaborado en conjunto con las direcciones de Movilidad de la MetrÃ³poli, tomÃ³ como precedente el elaborado en 2016 por el hoy extinto Instituto Metropolitano de Transporte âel cual ayudÃ³ enntonces en su contextoâ, por lo que ahora se tratÃ³ de sumar conceptos de la Ley de Seguridad Vial, Movilidad y Transporte y su reglamento de manera mÃ¡s accesible.
Carolina Cervantes, del colectivo ciclista Femibici, fue parte del equipo que se encargÃ³ del contenido de este manual, para lo cual, dijo, se tratÃ³ de sintetizar los tÃ©rminos bÃ¡sicos de la moviliad ciclista, pero tambiÃ©n la informaciÃ³n configurada âa manera de instrumentos y herramientas para incentivar y reforzar la movilidad no motorizada a travÃ©s de la bicicletaâ.
Miriame Lejeune, de la Unidad de PlaneaciÃ³n y DictaminaciÃ³n de la DirecciÃ³n de Movilidad y Transporte de Zapopan, dijo, se trata de un esfuerzo colectivo que busca invitar a las personas a que se sumen a moverse en la ciudad en bicicleta, y a que las personas ciclistas se apropien de las calles y comiencen a exigir que se sumen mÃ¡s acciones para lograr una verdadera intermodalidad que abone a tener menos autos en las calles, donde por cada dos personas hay un vehÃculo automotor.
âMÃ¡s allÃ¡ de los beneficios personales que justamente se redactan en el manual deben verse los beneficios colectivos. Â¿Como persona cÃ³mo estoy incidiendo en la ciudad? porque cualquier acciÃ³n individual tiene una repercusiÃ³n en la comunidad, entonces si hacemos este tipo de esfuerzos y nos sumamos, entonces podremos ir atacando la problemÃ¡tica de fondo que es la contaminaciÃ³n. La crisis climÃ¡tica en la que nos encontramos que es un problema gravÃsimo no lo va a solucionar una Ãºnica persona, y la principal causa es el uso desmesurado del vehÃculo particular motorizado. Hay que bajarnos del coche y buscar otras alternativas de movilidadâ, indicÃ³ Miriame Leujene.
Quien ilustrÃ³ este manual es Paulina Magos, una ilustradora local con experiencia editorial, quien se enfocÃ³ en la representatividad de las imÃ¡genes para generar mayor impacto y representatividad de los contenidos ciclistas.
Carlos Armenta, de la editorial tapatÃa Impronta Casa Editora, indicÃ³ que luego de haber analizado la cantidad de texto y de imÃ¡genes para hacerlo lÃºdico, pero con el valor que tiene la bicicleta en la ciudad y en la movilidad de la misma. El mismo se elaborÃ³ con papel reciclado y materiales sustentables, ademÃ¡s de tener procesos que se llevaron a cabo a mano.
Si bien el manual ya puede ser consultado y descargado en la liga www.amim.mx, solo se imprimieron mil ejemplares, de los cuales algunos se repartieron en la presentaciÃ³n del mismo, y ante lo cual la AMIM reconociÃ³ que no cuenta con una estrategia especÃfica para la reparticiÃ³n de los restantes.
Tampoco se informÃ³ cuÃ¡l fue el costo del proyecto en lo general ni el destinado para la impresiÃ³n de los mismos.
MF
Lee TambiÃ©n
- 
						Estos son todos los cambios que tendrÃ¡ el transporte pÃºblico por el paso de la RomerÃa
- 
						Aseguran mÃ¡s huachicol en el municipio de Degollado
- 
						ContinÃºa la entrega de tarjetas Yo Jalisco Apoyo para el Transporte este 9 de octubre
- 
						HabrÃ¡ nuevos trenes y camiones para beneficiar a usuarios de transporte en la ZMG
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
50,UDGTV,19/09/2023,Ciclistas hacen 817 viajes cada 15 minutos,trafilatura,trafilatura,1474,0.32,https://udgtv.com/noticias/ciclistas-hacen-817-viajes-cada-15-minutos-/196860,,"Guadalajara, Jalisco.
Si tienes duda por qué hay más ciclovías, aquí va un dato:
De acuerdo con la “Encuesta Metropolitana Ciclista Anual 2022”, diariamente se realizan 52 mil 228 viajes ciclistas en las ciclovías de la ciudad, en promedio son 817 viajes cada 15 minutos.
El estudio completo será presentado este miércoles como parte de las actividades de la semana de la movilidad.
Por tercer año las dependencias de movilidad realizan actividades para promover el uso de la bicicleta y el transporte público y masivo; en este año se realiza a partir de este 19 hasta el 24 de septiembre.
Además, será presentado el Manual de Ciclismo Urbano Metropolitano, documento de bolsillo que servirá para moverte por la ciudad en bicicleta de manera segura.
Este año se realiza también el desafío multimodal, un viaje en diferentes medios de transporte para medir tiempos de recorrido de cada uno y seleccionar la mejor opción, el viaje se realizará en carro, bicicleta y un recorrido combinando bicicleta y transporte masivo.
El gobierno estatal también dio a conocer que el equipo de MiBici tiene nuevos asientos, puños y pedales que ya se reemplazaron en las unidades que contaban con un desgaste en estas piezas.
- En Ocotlán no tenemos miedo: presidente de muebleros- 07 febrero, 2024
- Alcaldes metropolitanos exigen que no se politice la inseguridad en Jalisco - 07 febrero, 2024
- Alfaro pide a Claudia Sheinbaum no usar la inseguridad como bono electoral - 06 febrero, 2024"
51,Lider 919,12/09/2023,En 2023 Guadalajara habilitará 30 km de nuevas ciclovías,trafilatura,trafilatura,1379,0.41,https://lider919.com/en-2023-guadalajara-habilitara-30-km-de-nuevas-ciclovias/,,"En la presente administración el ayuntamiento de Guadalajara construirá 30 kilómetros de nuevas ciclovías, este año se invertirán 25 millones de pesos en estos proyectos.
Actualmente están en construcción las ciclovías de Juan Palomar de avenida Vallarta a Montevideo, la de 16 de Septiembre de Niños Héroes a Agustín Yáñez, la de la glorieta Monraz y la de Francisco Javier Gamboa entre Agustín Yáñez y la Paz, el plan es que está última llegué hasta avenida México.
El titular de la dirección de Movilidad, Jesús Carlos Soto Morfín señaló que cuando el Imeplan presente el Plan Integral de Movilidad Urbana Sustentable que incluye una encuesta origen-destino del Área Metropolitana de Guadalajara se conocerán los efectos de la habilitación de esta infraestructura.
«Ahí vamos a poder evaluar qué tanto ha habido de disminución en viajes de auto o incremento en viajes no motorizados, que significa en automático una disminución de las lesiones y de las muertes en las vías de la ciudad, una disminución en los índices de contaminación también, porque no son fuentes adicionales que están contaminando nuestras calles, pero hasta que tengamos esos resultados lo podremos saber», expresó.
Actualmente en Guadalajara hay una red de 134 kilómetros de infraestructura ciclista, muy similar a la que tiene Zapopan, que son los municipios con más infraestructura ciclista del estado."
52,Lider 919,12/09/2023,Aumentan 500% recorridos ciclistas en avenida Hidalgo por Bus Bici,trafilatura,trafilatura,1464,0.23,https://lider919.com/aumentan-500-recorridos-ciclistas-en-avenida-hidalgo-por-bus-bici/,,"Con la habilitación del Bus Bici, el número de recorridos ciclista en la avenida Hidalgo aumentó en 500%, reportó el titular de la dirección de Movilidad Municipal, Jesús Carlos Soto Morin.
«A un año del Bus Bici que se ejecutó el 4 de septiembre del año pasado, tenemos hasta un 500% de incremento de viajes ciclistas, sobre todo en el cruce de avenida Federalismo con Hidalgo, solamente sobre avenida Hidalgo contamos 3,300 ciclistas en 12 horas de un día habitual, cuando un año antes habíamos contabilizado cerca de 650 ciclistas en ese mismo punto. Entonces estamos hablando de incremento de 500% ya en el uso de la bicicleta en este corredor lo que nos habla de de un gran éxito en el mismo», declaró.
El funcionario municipal refirió que para el próximo año esperan ampliar el carril exclusivo para autobuses y bicicletas por la calle de República, del centro de Guadalajara a la avenida Felipe Ángeles, un tramo de 4 kilómetros, con una inversión de más de 15 millones de pesos.
El responsable del área de Movilidad de la ciudad de Guadalajara reconoció que en el carril existen dos grandes baches; uno ubicado a dos cuadras de Enrique Díaz de León y antes de la avenida Federalismo y otro en Hidalgo y Contreras Medellín, los cuales deberán ser tapados y reparados.
Soto Morfín sostuvo que constantemente se vuelven a fijar los cojines reductores de velocidad y los volados abatibles, aseguró que en general la señalética y la pintura está en buen estado."
54,Notisistema,08/09/2023,Sigue en pie ampliación del BusBici de avenida Hidalgo-República,trafilatura,trafilatura,820,0.33,https://www.notisistema.com/noticias/sigue-en-pie-ampliacion-del-busbici-de-avenida-hidalgo-republica/,,"Sigue en pie el proyecto de ampliación del carril BusBici de la avenida Hidalgo que se convierte en República, de la Calzada Independencia hasta la calle Felipe Ángeles y se realizaría el próximo año, señala el director de Movilidad y Transporte de Guadalajara, Jesús Carlos Soto Morfín.
“Queda sobre la mesa concluir el BusBici de avenida Hidalgo justamente, el tramo que va del Centro a Felipe Ángeles en el oriente, es la parte que estaría faltante sobre avenida República, más o menos 15 millones se requerirían para poder terminar ese tramo, son otros cuatro kilómetros de infraestructura y sería para concluirlo antes de que termine la administración”.
Asegura que los viajes ciclistas se incrementaron 500 veces en el carril BusBici de la avenida Hidalgo a un año de su implementación. (Por Claudia Manuela Pérez)"
55,EL occidental,08/09/2023,Para el próximo año se aplicará el Bus Bici de Guadalajara,trafilatura,trafilatura,463,0.53,https://oem.com.mx/eloccidental/local/para-el-proximo-ano-se-aplicara-el-bus-bici-de-guadalajara-15863358,,"Localviernes, 8 de septiembre de 2023
Además se espera que las anomalías presentes en el paso sean arregladas a la brevedad
LOCAL
Las autoridades recomendaron evitar los puntos afectados y atender las indicaciones del personal de emergencia
Mirza Flores acusa a Morena de “grillar” y lucrar políticamente con el tema del agua
El delito por el que fue denunciado Eduardo N, es por acoso sexual
La víctima está protegida y hasta el momento se desconoce su identidad"
56,Mural,08/09/2023,Inauguran ciclovía de Av. Javier Mina... con detallitos,trafilatura,trafilatura,419,0.73,https://www.mural.com.mx/inauguran-ciclovia-de-av-javier-mina-con-detallitos/ar2671812,,"Inauguran ciclovía de Av. Javier Mina... con detallitos
03 MIN 00 SEG
Fernanda Carapia
Guadalajara, México (08 septiembre 2023) .-05:00 hrs
Ya que no se corrigió el declive de la calle, los encharcamientos son comunes. Crédito: Fernanda Carapia
Uno de los baches en medio de la ciclovía se cubre con agua cuando llueve. Crédito: Fernanda Carapia
Con una rodada, fue inaugurada, oficialmente, la ciclovía de Javier Mina."
57,El Informador,07/09/2023,Inauguran Corredor Integral Javier Mina en Guadalajara,trafilatura,trafilatura,2564,0.49,https://www.informador.mx/jalisco/Guadalajara-Inauguran-Corredor-Integral-Javier-Mina-20230907-0089.html,,"Inauguran Corredor Integral Javier Mina en Guadalajara
El primer tramo del corredor comprende de Calzada Independencia hasta Belisario Domínguez
Con la habilitaciÃ³n, Guadalajara suma 134 kilÃ³metros de ciclovÃas interconectadas en la metrÃ³poli tapatÃa. EL INFORMADOR / A. Navarro
Con algunos pendientes, sobre todo en banquetas, esta maÃ±ana fue inaugurado el Corredor Integral Javier Mina en Guadalajara.
El primer tramo del corredor comprende de Calzada Independencia hasta Belisario DomÃnguez por todo Javier Mina, donde se intervino de manera integral, esto es, banquetas con accesibilidad universal, iluminaciÃ³n vial y peatonal, sustituciÃ³n de lÃneas hidrosanitarias, balizamiento, entre otras acciones.
Por otro lado, la ciclovÃa comprende el tramo desde Presa del Laurel hasta Calzada Independencia.
Son 7.3 kilÃ³metros en total. AdemÃ¡s, se hizo seÃ±alizaciÃ³n en ciclovÃa y segregaciÃ³n.
El Alcalde de Guadalajara, Pablo Lemus, informÃ³ que la inversiÃ³n total del Corredor Integral Javier Mina fue de alrededor de 83 millones de pesos.
""La ciclovÃa tendrÃ¡ un sentido social importante porque conecta el Oriente de Guadalajara con la zona del Centro HistÃ³rico y posteriormente con la zona de la Minerva"", explicÃ³.
Dijo que de esta manera todas las personas que viven en el Oriente de Guadalajara y trabajan en el centro o cerca de la Minerva se podrÃ¡n transportar de manera segura en bicicleta con la ciclovÃa, y despuÃ©s se conectarÃ¡n hasta la Minerva por Paseo Alcalde y luego CircunvalaciÃ³n.
""SerÃ¡ mucho mÃ¡s fÃ¡cil llegar en bicicleta que en automÃ³vil y es a lo que le estamos apostando"", asegurÃ³.
Otras acciones fueron la sincronizaciÃ³n de fases semafÃ³ricas, iluminaciÃ³n vehicular y peatonal, rampas con criterios de accesibilidad universal, poda y renovaciÃ³n de arbolado urbano.
La socializaciÃ³n del proyecto consistiÃ³ en diversas reuniones con comerciantes en el polÃgono, mesas de trabajo, recorrido en campo con algunos lÃderes y jornadas visitando local por local a los comercios ubicados en la zona de intervenciÃ³n.
De acuerdo con el ayuntamiento de Guadalajara, el Corredor Integral Javier Mina impacta de manera positiva a 216 personas.
Con la habilitaciÃ³n de esta ciclovÃa, Guadalajara suma 134 kilÃ³metros de ciclovÃas interconectadas en la metrÃ³poli.
AdemÃ¡s, se buscarÃ¡ que desde San Juan de Dios por todo Javier Mina se colocan mÃ¡s puertos de MiBici.
OF
Lee TambiÃ©n
Recibe las Ãºltimas noticias en tu e-mail
Todo lo que necesitas saber para comenzar tu dÃa
Registrarse implica aceptar los TÃ©rminos y Condiciones"
58,NTR Guadalajara,07/09/2023,"BusBici, con 0 muertes en su implementación",trafilatura,trafilatura,3213,0.34,https://www.ntrguadalajara.com/post.php?id_nota=202882,,"Las muertes de ciclistas tras siniestros en la avenida Hidalgo, en Guadalajara, disminuyeron a cero tras la implementación del BusBici en avenida Hidalgo, afirmó el director de Movilidad y Transporte de Guadalajara, Jesús Carlos Soto Morfín.
En entrevista, precisó que de 2019 a 2022 se presentaron 21 siniestros con personas lesionadas o fallecidas en Hidalgo, principalmente en los cruces con Federalismo, Enrique Díaz de León y Mezquitán. Las motos y vehículos estuvieron involucrados en la mayor parte de los hechos viales.
Pero a partir de la implementación del BusBici, cuyo arranque fue el 4 de septiembre de 2022, no hay “ningún siniestro relacionado con peatones ni con ciclistas en todo el corredor donde hayamos tenido algún lesionado o algún fallecimiento, sí ha habido hechos viales, pero sin lesiones y sin víctimas"", según el director de Movilidad.
En 2023, de enero a junio únicamente se han registrado cinco “hechos viales” con lesiones menores. ""Fundamentalmente fueron motociclistas y vehículos particulares los medios que interactuaron en estos siniestros viales"", añadió el funcionario.
Por otro lado, adelantó que existe un proyecto vial para extender el BusBici a la avenida República, así como un retorno.
""Lo que contempla el proyecto completo de este sistema es primero continuar hasta el extremo oriente a Felipe Ángeles con este mismo corredor que pasa a ser de avenida Hidalgo a avenida República hasta Felipe Ángeles y el retorno se regresa por calle Independencia y después hay una integración hacia avenida Juárez, Vallarta, puede pasar Paseo Alcalde, donde sería el regreso para llegar hasta la avenida Arcos, en la Minerva o Mariano Azuela, ahí es donde tendríamos el regreso y el inicio del BusBici en avenida Hidalgo"", detalló el director, quien afirmó el proyecto aún se encuentra en desarrollo, por lo que no existe una fecha concreta para su ejecución.
Cuestionado sobre las sanciones a personas que invaden el carril exclusivo para unidades del Sitren y ciclistas, sólo detalló: ""Al tratarse de vehículos en movimiento está establecido que sea la Policía Vial quien pueda sancionar y detener a los vehículos que cometan una invasión o una falta, ya sea por un exceso de velocidad o por el simple hecho de haber ingresado al carril exclusivo de circulación"".
GDL ha sancionado a 183 autos con inmovilizador
El director de Movilidad y Transporte de Guadalajara, Jesús Carlos Soto Morfín, apuntó que 183 vehículos han sido sancionados con inmovilizadores desde la implementación del programa, cuyo arranque fue el 5 de junio.
De los coches sancionados, 65 por ciento fue inmovilizado por estacionarse en línea amarilla; 15.3 por ciento, por estacionarse en andadores peatonales, y 7.7, por aparcarse en banquetas.
El funcionario mencionó también que ya se ha entablado diálogo con empresas de reparto, pues muchas de ellas son las que “cometen la falta al estacionarse fuera de sus carriles de carga y descarga; se ha socializado mejor con ellos sobre cuáles son las vías permitidas y están realizando mucho mejores prácticas"".
Por otro lado, indicó que los andadores Galeana y General Pedro Rioseco actualmente se encuentran libres de invasiones vehiculares. Nancy Ángel
jl/I"
59,UDGTV,07/09/2023,De Tetlán a la Calzada: la ciclovía de Javier Mina es la más grande en Guadalajara,trafilatura,trafilatura,1234,0.44,https://udgtv.com/noticias/la-ciclovia-de-javier-mina-es-la-mas-grande-en-guadalajara/195768,,"Guadalajara, Jalisco.
El alcalde tapatío Pablo Lemus inauguró la ciclovía de Javier Mina que inicia en Tetlán y finaliza en la Calzada Independencia la cual se consolida como la ruta ciclista más larga del municipio de Guadalajara con 7.1 kilómetros.
Además Lemus dijo que está ciclovía tiene un importante sentido social ya que conectará el oriente de la ciudad con la zona centro y después con la Minerva.
""Tenemos la más larga en todo Guadalajara porque son 7.1 kilómetros lo que se inaugura el día de hoy desde esta zona de Tetlán hasta la Calzada.
Esta ciclovía tendrá un sentido social muy importante porque conecta el oriente de Guadalajara con la zona del centro histórico y posteriormente con la zona de la Minerva"", señaló Pablo Lemus.
Lemus Navarro detalló que el proyecto no sólo contempló la ciclovía sino la renovación de banquetas, se cambió la iluminación, se renovó el arbolado y se realizaron cruceros seguros con una inversión de 83 millones de pesos.
Con la habilitación de este espacio el municipio de Guadalajara suma 134 kilómetros de ciclovías interconectadas a la metrópoli tapatía.
- Además gracias a este nuevo espacio ciclista el corredor de Javier Mina tendrá un impacto positivo para más de 200 personas."
60,NTR Guadalajara,06/09/2023,"Pese a nueva ciclovía, aún falta cultura vial: ciclistas",trafilatura,trafilatura,1656,0.24,https://www.ntrguadalajara.com/post.php?id_nota=202832,,"Al quedar prácticamente lista la ciclovía de la avenida Javier Mina, en Guadalajara, ciclistas la catalogaron como un acierto, pero afirmaron que aún falta cultura vial en la ciudad.
La nueva vía arranca en Tetlán y llega hasta San Juan de Dios, en la Zona Centro de Guadalajara.
""Se me hace muy práctica, porque es mucho más rápido llegar al destino, la movilidad es muy buena, es muy rápido cruzar hasta el destino, que es el Centro"", expresó Carolina, quien es usuaria de la bici.
Ella, otros ciclistas y comerciantes calificaron de buena manera al proyecto, pero también señalaron los puntos a mejorar, los cuales tienen que ver, principalmente, con la cultura vial.
""En el tema de cultura vial, está muy mal, porque los automovilistas te echan el carro encima. En el tema de los carros es complicado porque van muy pegados a la ciclovía. Hay personas que no respetan al ciclista. De repente hay que tener mucha precaución porque las motos se meten a la ciclovía"", comentaron ciclistas.
Otros pendientes tienen que ver con infraestructura. ""Hay partes donde se encharca el agua, te mojas bastante y llegas empapada. En algunas partes se queda estancada el agua, es lo único que arreglaría a la nueva vía"", mencionó Carolina, en lo que coincidió el ciclista Víctor Torres.
Vecinos de la zona, principalmente comerciantes, apuntaron que la nueva vía ciclista representa una reducción a los carriles de Javier Mina, pero aun así la ven como una buena opción para las personas que utilizan bicicleta.
""He visto que más gente recorre en bicicleta por aquí, quedó más angosta la calle, pero la ciclovía quedó bien"", expresó Daniel, quien es comerciante.
jl/I"
61,NTR Guadalajara,05/09/2023,BusBici: toleran invasión de carril,trafilatura,trafilatura,2390,0.24,https://www.ntrguadalajara.com/post.php?id_nota=202774,,"El proyecto BusBici, conformado por 3.72 kilómetros de vía destinada a la circulación exclusiva del Trolebús y ciclistas, se encuentra a la derecha de la avenida Hidalgo, inicia en la calle Victoriano Salado Álvarez y termina en Contreras Medellín.
A un año de la implementación del BusBici, personas usuarias de bicicleta aún ven pendientes a trabajar en la vía para asegurar un trayecto seguro. Vera, usuaria de bicicleta, mencionó: “Me gusta este carril porque es más cómodo, pero nunca falta el automovilista que se mete y sobre todos los motociclistas, les vale”.
“Aún hay muchos carros que invaden el carril y he visto que no hay muchos oficiales de tránsito para poner control y orden”: añadió Luis Fernando Rivera, otro usuario del BiciBus.
“Los automovilistas se meten a la vía con el riesgo de atropellarnos y el Trolebús he notado que nos cierran el paso, nos ha tocado que atropellan gente, incluso a mí casi me han atropellado”, dijo Rivera.
Javier Sánchez, recurrente usuario de la vialidad, mencionó: “Muchas de las vías, incluso a las ciclovías, está un tanto complicado accederlas por el estado de las calles y los baches, eso merma mucho el cuidado de las bicis”.
Aunque la mayoría de personas usuarias aseguró como un acierto la implementación del BusBici en la zona centro, especificaron puntos a trabajar: vigilancia de oficiales viales, mejora a las condiciones de calles alternas y una segunda vialidad para tránsito en sentido opuesto.
CIRCULACIÓN OPUESTA
La vialidad de BusBici inicia con un solo sentido de tránsito en la calle Victoriano Salado Álvarez a la zona centro, situación que preocupa a las y los usuarios.
“Solo va hacia el oriente, se necesita solucionar algo que vaya hacia el lado contrario, hacia el poniente, porque lo utilizamos en doble sentido y es peligroso y contraproducente”, señaló un usuario de bicicleta.
Enrique Martínez, frecuente usuario del carril, señaló: “Hay peligros porque los ciclistas vamos en los dos sentidos. Al dar vuelta es peligroso porque vienes en sentido contrario, además, cuando las bicicletas vienen en sentido contrario tienen que subirse a la banqueta y ahí está mal para las personas”.
El proyecto se implementó la segunda quincena de agosto de 2022, a un año, las y los usuarios de la vialidad extendieron la petición a las autoridades correspondientes para trabajar en el desarrollo de un trayecto seguro.
jl/I"
